"One or more of the card details were entered incorrectly. Please enter them again exactly as they appear on the card to complete the payment.","Ingresaste uno o más datos de tu tarjeta de forma incorrecta. Vuelve a ingresarlos tal como figuran en la tarjeta para finalizar el pago."
----------Black List-------------------------
"The bank declined the payment with the first card due to security reasons. We recommend paying with your usual payment method and device for online purchases. Do not worry, no fee was charged on the second card.","Por seguridad, el banco rechazó el pago con la primera tarjeta. Te recomendamos pagar con el medio de pago y dispositivo que sueles usar para compras online. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"The bank declined the payment with the second card. We recommend paying with another card or contacting the bank. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","El banco rechazó tu pago con la segunda tarjeta. Te recomendamos pagar con otra tarjeta o comunicarte con tu banco.  Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"For safety reasons, the card issuing bank declined the payment. We recommend paying with your usual payment method and device for online purchases.","Por seguridad, el banco emisor de la tarjeta rechazó el pago. Te recomendamos pagar con el medio de pago y dispositivo que sueles usar para compras online."
----------By Bank / Bank Error / Other Reason / Bank Rejected------------------
"The bank declined your payment with the first card. We recommend paying with another card or contacting the bank. Do not worry, no fee was charged on the second payment method.","El banco rechazó tu pago con la primera tarjeta. Te recomendamos pagar con otra tarjeta o comunicarte con tu banco.  No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"The bank declined the payment with the second card due to security reasons. We recommend paying with your usual payment method and device for online purchases. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","Por seguridad, el banco rechazó el pago con la segunda tarjeta. Te recomendamos pagar con el medio de pago y dispositivo que sueles usar para compras online. Si llegas a encontrar un cargo en el primer
medio de pago, no te preocupes, será devuelto automáticamente."
"The card issuing bank declined your payment. We recommend paying with another payment method or contacting your bank.","El banco emisor de la tarjeta rechazó tu pago. Te recomendamos pagar con otro medio de pago o comunicarte con tu banco."
"Your payment was rejected because something went wrong. We recommend trying again or paying with another method.","Tu pago fue rechazado porque hubo un error. Te recomendamos intentar nuevamente o pagar con otro medio de pago."
---------Call For Authorize----------------
"Your bank needs you to authorize the payment with the first card. Please contact the bank or pay with another card. Do not worry, no fee was charged on the second payment method.","Tu banco necesita que autorices el pago con la primera tarjeta. Comunícate con el banco o paga con otra tarjeta. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"Your bank needs you to authorize the payment with the second payment method. Please contact the bank or pay with another card. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","Tu banco necesita que autorices el pago con la segunda tarjeta. Comunícate con el banco o paga con otra tarjeta. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"Your bank needs you to authorize the payment. Please call the telephone number on your card or pay with another method.","Tu banco necesita que autorices el pago. Llama al teléfono que está en la tarjeta o pagá con otro medio."
"Your payment could not be processed. You can contact Yape to find out why or try again with this or another payment method.","No se pudo procesar tu pago. Puedes comunicarte con Yape para saber los motivos o intentar nuevamente con este u otro medio de pago."
---------Card Disabled--------------------
"You have to activate the first card. Please contact the bank or pay with another card. Do not worry, no fee was charged on the second payment method.","Necesitas habilitar la primera tarjeta. Comunícate con el banco o paga con otra tarjeta. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"You have to activate the second card. Please contact the bank or pay using another card. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","Necesitas habilitar la segunda tarjeta. Comunícate con el banco o paga con otra tarjeta. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"You reached the maximum number of payment attempts with the first card. Please pay with another card. Do not worry, no fee was charged on the second payment method.","Alcanzaste el límite de intentos de pago con la primera tarjeta. Paga con otra tarjeta. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"You reached the maximum number of payment attempts with the second card. Please pay with another card. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","Alcanzaste el límite de intentos de pago con la segunda tarjeta. Paga con otra tarjeta. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"You have to activate your card. Please contact your bank by calling the number on the back of your card or choose another payment method.","Necesitas habilitar tu tarjeta. Comunícate con el banco llamando al número que está al dorso de la tarjeta o elige otro medio de pago."
---------Default----------------------
"Payment with the first card was declined due to an error. We recommend paying with another card or contacting the bank. Do not worry, no fee was charged on the second payment method.","El pago con la primera tarjeta fue rechazado porque hubo a un error. Te recomendamos intentar nuevamente o pagar con otra tarjeta. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"Payment with the second card was declined due to an error. We recommend paying with another card or contacting the bank. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","El pago con la segunda tarjeta fue rechazado porque hubo un error. Te recomendamos intentar nuevamente o pagar con otra tarjeta. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"Your payment was declined because something went wrong. We recommend trying again or paying with another payment method.","Tu pago fue rechazado porque hubo un error. Te recomendamos intentar nuevamente o pagar con otro medio de pago."
---------Duplicated Payment----------------------
"Your payment was declined because you already paid for this purchase. Please check your card transactions to verify it.","Tu pago fue rechazado porque ya pagaste esta compra. Revisa los consumos de tu tarjeta para verificarlo."
---------High Risk PF--------------------------
"Your payment with the first card was declined due to security reasons. We recommend paying with your usual payment method and device for online purchases. Do not worry, no fee was charged on the second card.","Por motivos de seguridad, el pago con la primera tarjeta fue rechazado. Te recomendamos pagar con el medio de pago y dispositivo que sueles usar para compras online. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"For security reasons, your payment with the second card was declined. We recommend paying with your usual payment method and device for online purchases. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","Por motivos de seguridad, tu pago con la segunda tarjeta fue rechazado. Te recomendamos pagar con el medio de pago y dispositivo que sueles usar para compras online. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"For safety reasons, your payment was declined. We recommend paying with your usual payment method and device for online purchases.","Por motivos de seguridad, tu pago fue rechazado. Te recomendamos pagar con el medio de pago y dispositivo que sueles usar para compras online."
"For safety reasons, your payment was declined. To protect your money, this transaction cannot be completed.","Por motivos de seguridad, tu pago fue rechazado. Para proteger tu dinero, esta transacción no podrá ser finalizada."
----------Insuficient Amount (Credit and Yape)----------
"The first card has insufficient funds. Please pay with another card. Do not worry, no fees were charged on the second payment method.","La primera tarjeta no tiene límite disponible. Paga con otra tarjeta. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"The second card has insufficient funds. Please pay with another card. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","La segunda tarjeta no tiene límite disponible. Paga con otra tarjeta. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"Your credit card has no available limit. We recommend paying with two cards or choosing another payment method.","Tu tarjeta de crédito no tiene límite disponible. Te recomendamos pagar con 2 tarjetas o elegir otro medio de pago."
"This payment exceeds your daily limit for online purchases with Yape. We recommend paying with another method or trying again tomorrow.","Este pago excede tu límite diario para compras por internet con Yape. Te recomendamos usar otro medio de pago o volver a intentar mañana."
----------Insuficient Amount (Debit)-----------
"The first card has insufficient funds. Please pay using another card. Do not worry, no fee was charged on the second payment method.","La primera tarjeta no tiene saldo suficiente. Paga con otra tarjeta. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"The second card has insufficient funds. Please pay with another card. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","La segunda tarjeta no tiene saldo suficiente. Paga con otra tarjeta. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"Your debit card has insufficient funds. Please pay with another card or choose another payment method.","Tu tarjeta de débito no tiene saldo suficiente. Paga con otra tarjeta o elige otro medio de pago."
----------Invalid Installment------------------
"The first card does not accept the number of installments you chose. Please select a different number of installments or pay with another card. Do not worry, no fee was charged on the second payment method.","La primera tarjeta no acepta la cantidad de pagos que seleccionaste. Elige una cantidad de pagos diferente o usa otra tarjeta. No te preocupes, no cobramos ningún cargo en el segundo medio de pago."
"The second card does not accept the number of installments you selected. Please select a different number of installments or pay with another card. Do not worry if any fees were charged on the first payment method, they will be refunded automatically.","La segunda tarjeta no acepta la cantidad de pagos que seleccionaste. Elige una cantidad de pagos diferente o usa otra tarjeta. Si llegas a encontrar un cargo en el primer medio de pago, no te preocupes, será devuelto automáticamente."
"Your card does not accept the number of installments selected. Please choose a different number of installments or use another payment method.","Tu tarjeta no acepta la cantidad de pagos que seleccionaste. Elige una cantidad de pagos diferente o usa otro medio."
----------Max Attempts-----------------
"You reached the limit of payment attempts with this card. Please pay with another card or choose another payment method.","Alcanzaste el límite de intentos de pago con esta tarjeta. Paga con otra tarjeta o elige otro medio de pago."
"After three incorrect approval codes, the payment can’t be done with Yape for your safety. Pay with another method or try again in 24 hours.","Luego de 3 códigos de aprobación incorrectos, por tu seguridad, no se puede realizar el pago con Yape. Paga con otro medio o intenta nuevamente en 24 horas."
----------Not allowed----------------------
"Your payment could not be processed. We recommend paying with another method.","No se pudo procesar tu pago. Te recomendamos pagar con otro medio."
----------Rejected Security Code-----------
"Invalid information. Please check and try again.","Información inválida. Revisa y vuelve a intentarlo."
----------Invalid transaction_amount-------
"This payment exceeds your daily limit for online purchases with Yape. We recommend paying with another method.","Este pago excede tu límite diario para compras por internet con Yape. Te recomendamos usar otro medio."
----------Generic error--------------------
"Your payment could not be processed. Please try again or choose another payment method.","No se pudo procesar tu pago. Por favor, vuelve a intentarlo o elige otro medio de pago."

"Complete the bank validation so your payment can be approved","Completa la validación del banco para aprobar tu pago"
"Please keep this page open. If you close it, you will not be able to resume the validation.", "Mantén abierta esta pantalla. Si la cierras, no podrás retomar la validación."
"We are taking you to validate the card ","Te estamos llevando a validar la tarjeta"
" with your bank"," con tu banco"
"We need to confirm that you are the cardholder.", "Necesitamos confirmar que eres titular de la tarjeta."
"For safety reasons, your payment was declined. We recommend paying with your usual payment method and device for online purchases.","Por motivos de seguridad, tu pago fue rechazado. Te recomendamos pagar con el medio de pago y dispositivo que sueles usar para compras online."
"An error has occurred. Please refresh the page and try again.", "Se ha producido un error. Actualice la página y vuelva a intentarlo."
"We are receiving the reply from your bank", "Estamos recibiendo la respuesta de su banco"
"To pay, please go to any lotérica or ""Correspondente Caixa"" branch. You will need the following code and the ID number used in the purchase.","Para pagar, por favor dirígete a cualquier lotérica o ""Correspondente Caixa"". Necesitarás el siguiente código y el número de documento de identificación utilizado en la compra."
"Invalid test user email","El e-mail de prueba es inválido, intenta con otro."
------------YAPE-------------------
"Pay with Yape in a few minutes", "Paga con Yape en pocos segundos"
"Fill out the following details and confirm your purchase.", "Completa los siguientes datos y confirma tu compra."
"Cell phone linked to Yape", "Celular asociado a Yape"
"E.g.: 872 123 432", "Ej.: 872 123 432"
"Approval Code", "Código de aprobación"
"Cell phone linked to Yape", "Celular asociado a Yape"
"The code is available in the Yape app menu.", "Encuéntralo en el menú de la app de Yape."
"Fill out this field.", "Completa este campo."
"Enter the entire number.", "Ingresa el número completo."
"Enter only numbers.", "Ingresa solo números."
"Verify in Yape that the option ""Compras por internet"" is activated and that the daily limit is enough.", "Verifica en Yape que la opción ""Compras por internet"" esté activada y que tu límite diario sea suficiente."
"payer.email must be a valid email","Email del pagador debe ser un email válido"
----------New Checkout Pro-----------------
"Discover how practical Mercado Pago is","Descubre la practicidad de Mercado Pago"
"Pay with your saved cards","Paga con tus tarjetas guardadas"
"or account money without filling out personal details.","o dinero disponible sin completar datos."
"Buy safely","Compra de forma segura"
"with your preferred payment method.","con el medio de pago que prefieras."
"We’ll take you to Mercado Pago","Te llevaremos a Mercado Pago"
"If you don’t have an account, you can use your email.","Si no tienes una cuenta, puedes usar tu e-mail."
-----------Accessibility-------------------
"Payment options","Opciones de pago:"
"internetbanking","Banca por internet"
"accountmoney","Dinero disponible en Mercado Pago"
"pse","Pagos Seguros en Línea (P S E)"
"visa","Visa"
"mastercard","Mastercard"
"efecty","Efecty"
"amex","American Express"
"codensa","Codensa"
"pix","PIX"
"elo","Elo"
"hipercard","Hipercard"
"redcompra","Redcompra"
"naranja","Naranja X"
"maestro","Maestro"
"cabal","Cabal"
"oxxo","Oxxo"
"spei","Sistema de Pagos Electrónicos Interbancarios (SPEI)"
"bbva","BBVA"
"oca","OCA"
"lider","Lider"
"creditel","Creditel"
"diners","Diners Club"
